2020-10-08 08:26:27,4C:DF,2020-10-08 08:26:27,NORMAL,25.9,54.5,0.04,0,0,2020-10-08 08:26:27,0,0.04,0,0,2020-10-08 08:26:27,0
2020-10-08 08:26:32,4C:DF,2020-10-08 08:26:27,NORMAL,25.7,54.4,0.32,0,0,2020-10-08 08:26:27,4,0.28,0,0,2020-10-08 08:26:27,4
2020-10-08 08:26:33,4C:DF,2020-10-08 08:26:27,NORMAL,25.7,54.4,0.36,0,0,2020-10-08 08:26:27,5,0.29,0,0,2020-10-08 08:26:27,5
2020-10-08 08:26:37,4C:DF,2020-10-08 08:26:27,NORMAL,25.7,54.2,0.29,0,0,2020-10-08 08:26:27,9,0.28,0,0,2020-10-08 08:26:27,9
2020-10-08 08:26:42,4C:DF,2020-10-08 08:26:27,NORMAL,25.7,53.8,0.27,0,0,2020-10-08 08:26:27,14,0.27,0,0,2020-10-08 08:26:27,14
2020-10-08 08:26:47,4C:DF,2020-10-08 08:26:27,NORMAL,25.7,53.6,0.27,0,0,2020-10-08 08:26:27,19,0.25,0,0,2020-10-08 08:26:27,19
2020-10-08 08:26:52,4C:DF,2020-10-08 08:26:27,NORMAL,25.7,53.6,0.33,0,0,2020-10-08 08:26:27,24,0.28,0,0,2020-10-08 08:26:27,24
2020-10-08 08:26:57,4C:DF,2020-10-08 08:26:27,NORMAL,25.7,53.7,0.22,0,0,2020-10-08 08:26:27,29,0.27,0,0,2020-10-08 08:26:27,29
2020-10-08 08:27:02,4C:DF,2020-10-08 08:26:27,NORMAL,25.8,53.7,0.28,0,0,2020-10-08 08:26:27,34,0.28,0,0,2020-10-08 08:26:27,34
2020-10-08 08:27:07,4C:DF,2020-10-08 08:26:27,NORMAL,25.8,53.6,0.3,0,0,2020-10-08 08:26:27,39,0.27,0,0,2020-10-08 08:26:27,39
2020-10-08 08:27:12,4C:DF,2020-10-08 08:26:27,NORMAL,25.8,53.5,0.28,0,0,2020-10-08 08:26:27,44,0.31,0,0,2020-10-08 08:26:27,44
2020-10-08 08:27:17,4C:DF,2020-10-08 08:26:27,NORMAL,25.8,53.1,0.29,0,0,2020-10-08 08:26:27,49,0.28,0,0,2020-10-08 08:26:27,49
2020-10-08 08:27:22,4C:DF,2020-10-08 08:26:27,NORMAL,25.8,53.0,0.26,0,0,2020-10-08 08:26:27,54,0.27,0,0,2020-10-08 08:26:27,54
2020-10-08 08:27:27,4C:DF,2020-10-08 08:26:27,NORMAL,25.8,52.8,0.33,0,0,2020-10-08 08:26:27,59,0.31,0,0,2020-10-08 08:26:27,59
2020-10-08 08:27:32,4C:DF,2020-10-08 08:26:27,NORMAL,25.9,52.7,0.29,0,0,2020-10-08 08:26:27,64,0.3,0,0,2020-10-08 08:26:27,64
2020-10-08 08:27:37,4C:DF,2020-10-08 08:26:27,NORMAL,25.9,52.7,0.3,0,0,2020-10-08 08:26:27,69,0.28,0,0,2020-10-08 08:26:27,69
2020-10-08 08:27:42,4C:DF,2020-10-08 08:26:27,NORMAL,25.9,52.5,0.24,0,0,2020-10-08 08:26:27,74,0.3,0,0,2020-10-08 08:26:27,74
2020-10-08 08:27:47,4C:DF,2020-10-08 08:26:27,NORMAL,25.9,52.5,0.29,0,0,2020-10-08 08:26:27,79,0.3,0,0,2020-10-08 08:26:27,79
2020-10-08 08:27:52,4C:DF,2020-10-08 08:26:27,NORMAL,25.9,52.3,0.28,0,0,2020-10-08 08:26:27,84,0.32,0,0,2020-10-08 08:26:27,84
2020-10-08 08:27:57,4C:DF,2020-10-08 08:26:27,NORMAL,25.9,52.3,0.23,0,0,2020-10-08 08:26:27,89,0.32,0,0,2020-10-08 08:26:27,89
2020-10-08 08:28:02,4C:DF,2020-10-08 08:26:27,NORMAL,25.9,52.2,0.27,0,0,2020-10-08 08:26:27,94,0.31,0,0,2020-10-08 08:26:27,94
2020-10-08 08:28:07,4C:DF,2020-10-08 08:26:27,NORMAL,25.9,52.2,0.27,0,0,2020-10-08 08:26:27,99,0.31,0,0,2020-10-08 08:26:27,99
2020-10-08 08:28:12,4C:DF,2020-10-08 08:26:27,NORMAL,25.9,52.1,0.26,0,0,2020-10-08 08:26:27,104,0.29,0,0,2020-10-08 08:26:27,104
2020-10-08 08:28:17,4C:DF,2020-10-08 08:26:27,NORMAL,25.9,52.0,0.25,0,0,2020-10-08 08:26:27,109,0.28,0,0,2020-10-08 08:26:27,109
2020-10-08 08:28:22,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,52.0,0.31,0,0,2020-10-08 08:26:27,114,0.29,0,0,2020-10-08 08:26:27,114
2020-10-08 08:28:27,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,51.9,0.25,0,0,2020-10-08 08:26:27,119,0.28,0,0,2020-10-08 08:26:27,119
2020-10-08 08:28:32,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,52.0,0.28,0,0,2020-10-08 08:26:27,124,0.28,0,0,2020-10-08 08:26:27,124
2020-10-08 08:28:37,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,52.0,0.25,0,0,2020-10-08 08:26:27,129,0.31,0,0,2020-10-08 08:26:27,129
2020-10-08 08:28:42,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,52.0,0.31,0,0,2020-10-08 08:26:27,134,0.31,0,0,2020-10-08 08:26:27,134
2020-10-08 08:28:47,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,52.0,0.21,0,0,2020-10-08 08:26:27,139,0.31,0,0,2020-10-08 08:26:27,139
2020-10-08 08:28:52,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,51.9,0.24,0,0,2020-10-08 08:26:27,144,0.3,0,0,2020-10-08 08:26:27,144
2020-10-08 08:28:57,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,52.0,0.29,0,0,2020-10-08 08:26:27,149,0.28,0,0,2020-10-08 08:26:27,149
2020-10-08 08:29:02,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,51.9,0.26,0,0,2020-10-08 08:26:27,154,0.32,0,0,2020-10-08 08:26:27,154
2020-10-08 08:29:07,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,51.9,0.33,0,0,2020-10-08 08:26:27,159,0.29,0,0,2020-10-08 08:26:27,159
2020-10-08 08:29:12,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,51.9,0.26,0,0,2020-10-08 08:26:27,164,0.29,0,0,2020-10-08 08:26:27,164
2020-10-08 08:29:17,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,51.9,0.32,0,0,2020-10-08 08:26:27,169,0.32,0,0,2020-10-08 08:26:27,169
2020-10-08 08:29:22,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,51.9,0.33,0,0,2020-10-08 08:26:27,174,0.29,0,0,2020-10-08 08:26:27,174
2020-10-08 08:29:27,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,51.9,0.29,0,0,2020-10-08 08:26:27,179,0.29,0,0,2020-10-08 08:26:27,179
2020-10-08 08:29:32,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,51.9,0.31,0,0,2020-10-08 08:26:27,184,0.3,0,0,2020-10-08 08:26:27,184
2020-10-08 08:29:37,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,51.9,0.26,0,0,2020-10-08 08:26:27,189,0.31,0,0,2020-10-08 08:26:27,189
2020-10-08 08:29:42,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,51.9,0.29,0,0,2020-10-08 08:26:27,194,0.26,0,0,2020-10-08 08:26:27,194
2020-10-08 08:29:47,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,51.9,0.28,0,0,2020-10-08 08:26:27,199,0.26,0,0,2020-10-08 08:26:27,199
2020-10-08 08:29:52,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,51.9,0.3,0,0,2020-10-08 08:26:27,204,0.31,0,0,2020-10-08 08:26:27,204
2020-10-08 08:29:57,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,51.9,0.24,0,0,2020-10-08 08:26:27,209,0.33,0,0,2020-10-08 08:26:27,209
2020-10-08 08:30:02,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,52.0,0.3,0,0,2020-10-08 08:26:27,214,0.26,0,0,2020-10-08 08:26:27,214
2020-10-08 08:30:07,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,52.0,0.34,0,0,2020-10-08 08:26:27,219,0.29,0,0,2020-10-08 08:26:27,219
2020-10-08 08:30:12,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,52.0,0.25,0,0,2020-10-08 08:26:27,224,0.3,0,0,2020-10-08 08:26:27,224
2020-10-08 08:30:17,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,51.9,0.31,0,0,2020-10-08 08:26:27,229,0.3,0,0,2020-10-08 08:26:27,229
2020-10-08 08:30:22,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,51.9,0.23,0,0,2020-10-08 08:26:27,234,0.27,0,0,2020-10-08 08:26:27,234
2020-10-08 08:30:27,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,51.8,0.29,0,0,2020-10-08 08:26:27,239,0.29,0,0,2020-10-08 08:26:27,239
2020-10-08 08:30:32,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,51.8,0.3,0,0,2020-10-08 08:26:27,244,0.29,0,0,2020-10-08 08:26:27,244
2020-10-08 08:30:37,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,51.8,0.37,0,0,2020-10-08 08:26:27,249,0.3,0,0,2020-10-08 08:26:27,249
2020-10-08 08:30:42,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,51.9,0.32,0,0,2020-10-08 08:26:27,254,0.29,0,0,2020-10-08 08:26:27,254
2020-10-08 08:30:47,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,51.9,0.27,0,0,2020-10-08 08:26:27,259,0.3,0,0,2020-10-08 08:26:27,259
2020-10-08 08:30:52,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,52.0,0.28,0,0,2020-10-08 08:26:27,264,0.3,0,0,2020-10-08 08:26:27,264
2020-10-08 08:30:57,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,52.0,0.23,0,0,2020-10-08 08:26:27,269,0.29,0,0,2020-10-08 08:26:27,269
2020-10-08 08:31:02,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,52.0,0.31,0,0,2020-10-08 08:26:27,274,0.31,0,0,2020-10-08 08:26:27,274
2020-10-08 08:31:07,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,52.0,0.32,0,0,2020-10-08 08:26:27,279,0.26,0,0,2020-10-08 08:26:27,279
2020-10-08 08:31:12,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,52.0,0.3,0,0,2020-10-08 08:26:27,284,0.28,0,0,2020-10-08 08:26:27,284
2020-10-08 08:31:17,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,52.0,0.33,0,0,2020-10-08 08:26:27,289,0.28,0,0,2020-10-08 08:26:27,289
2020-10-08 08:31:22,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,52.0,0.32,0,0,2020-10-08 08:26:27,294,0.28,0,0,2020-10-08 08:26:27,294
2020-10-08 08:31:27,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,52.0,0.33,0,0,2020-10-08 08:26:27,299,0.28,0,0,2020-10-08 08:26:27,299
2020-10-08 08:31:32,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,52.0,0.32,0,0,2020-10-08 08:26:27,304,0.32,0,0,2020-10-08 08:26:27,304
2020-10-08 08:31:37,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,52.0,0.29,0,0,2020-10-08 08:26:27,309,0.29,0,0,2020-10-08 08:26:27,309
2020-10-08 08:31:42,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,52.0,0.3,0,0,2020-10-08 08:26:27,314,0.3,0,0,2020-10-08 08:26:27,314
2020-10-08 08:31:47,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,52.0,0.35,0,0,2020-10-08 08:26:27,319,0.22,0,0,2020-10-08 08:26:27,319
2020-10-08 08:31:52,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,52.0,0.28,0,0,2020-10-08 08:26:27,324,0.27,0,0,2020-10-08 08:26:27,324
2020-10-08 08:31:57,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,52.0,0.27,0,0,2020-10-08 08:26:27,329,0.26,0,0,2020-10-08 08:26:27,329
2020-10-08 08:32:01,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,52.0,0.32,0,0,2020-10-08 08:26:27,334,0.3,0,0,2020-10-08 08:26:27,334
2020-10-08 08:32:07,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,51.9,0.27,0,0,2020-10-08 08:26:27,339,0.3,0,0,2020-10-08 08:26:27,339
2020-10-08 08:32:12,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,51.9,0.28,0,0,2020-10-08 08:26:27,344,0.27,0,0,2020-10-08 08:26:27,344
2020-10-08 08:32:17,4C:DF,2020-10-08 08:26:27,NORMAL,26.0,51.9,0.36,0,0,2020-10-08 08:26:27,349,0.31,0,0,2020-10-08 08:26:27,349
